,sad,angry,happy,fearful,neutral,disgusted,surprised
0,7.393068823802196e-09,7.972980142767483e-08,1.7041704268194735e-05,1.018293782628632e-11,0.999982476234436,1.1928382726011932e-08,3.3943109656320303e-07
1,7.393068823802196e-09,7.972980142767483e-08,1.7041704268194735e-05,1.018293782628632e-11,0.999982476234436,1.1928382726011932e-08,3.3943109656320303e-07
2,3.730531972223616e-08,2.5071884124372446e-07,1.1892318980244454e-05,2.976144053423724e-10,0.999984860420227,1.6683589620924977e-08,2.975706593133509e-06
3,7.393068823802196e-09,7.972980142767483e-08,1.7041704268194735e-05,1.018293782628632e-11,0.999982476234436,1.1928382726011932e-08,3.3943109656320303e-07
4,3.730531972223616e-08,2.5071884124372446e-07,1.1892318980244454e-05,2.976144053423724e-10,0.999984860420227,1.6683589620924977e-08,2.975706593133509e-06
5,7.138934421391241e-08,5.739115849223708e-08,2.742548304013326e-07,7.905627541493487e-11,0.9999984502792358,1.865609444706706e-09,1.1923290230697603e-06
6,7.393068823802196e-09,7.972980142767483e-08,1.7041704268194735e-05,1.018293782628632e-11,0.999982476234436,1.1928382726011932e-08,3.3943109656320303e-07
7,3.730531972223616e-08,2.5071884124372446e-07,1.1892318980244454e-05,2.976144053423724e-10,0.999984860420227,1.6683589620924977e-08,2.975706593133509e-06
8,7.138934421391241e-08,5.739115849223708e-08,2.742548304013326e-07,7.905627541493487e-11,0.9999984502792358,1.865609444706706e-09,1.1923290230697603e-06
9,6.712284772447674e-08,4.479081496810977e-07,4.636659014067845e-06,5.625458987523757e-10,0.9999895095825195,1.3969694734328186e-08,5.25495806869003e-06
10,7.393068823802196e-09,7.972980142767483e-08,1.7041704268194735e-05,1.018293782628632e-11,0.999982476234436,1.1928382726011932e-08,3.3943109656320303e-07
11,3.730531972223616e-08,2.5071884124372446e-07,1.1892318980244454e-05,2.976144053423724e-10,0.999984860420227,1.6683589620924977e-08,2.975706593133509e-06
12,7.138934421391241e-08,5.739115849223708e-08,2.742548304013326e-07,7.905627541493487e-11,0.9999984502792358,1.865609444706706e-09,1.1923290230697603e-06
13,6.712284772447674e-08,4.479081496810977e-07,4.636659014067845e-06,5.625458987523757e-10,0.9999895095825195,1.3969694734328186e-08,5.25495806869003e-06
14,1.1297173330149235e-07,6.642292191827437e-07,2.1679898054571822e-05,3.5775253870440338e-09,0.9999674558639526,6.263595508926301e-08,9.926494385581464e-06
15,7.393068823802196e-09,7.972980142767483e-08,1.7041704268194735e-05,1.018293782628632e-11,0.999982476234436,1.1928382726011932e-08,3.3943109656320303e-07
16,3.730531972223616e-08,2.5071884124372446e-07,1.1892318980244454e-05,2.976144053423724e-10,0.999984860420227,1.6683589620924977e-08,2.975706593133509e-06
17,7.138934421391241e-08,5.739115849223708e-08,2.742548304013326e-07,7.905627541493487e-11,0.9999984502792358,1.865609444706706e-09,1.1923290230697603e-06
18,6.712284772447674e-08,4.479081496810977e-07,4.636659014067845e-06,5.625458987523757e-10,0.9999895095825195,1.3969694734328186e-08,5.25495806869003e-06
19,1.1297173330149235e-07,6.642292191827437e-07,2.1679898054571822e-05,3.5775253870440338e-09,0.9999674558639526,6.263595508926301e-08,9.926494385581464e-06
20,3.8845171523860245e-09,2.3051227060477686e-07,6.165173999761464e-06,1.0395698191167924e-10,0.999993085861206,3.334372999930224e-09,4.5289732497622026e-07
21,7.393068823802196e-09,7.972980142767483e-08,1.7041704268194735e-05,1.018293782628632e-11,0.999982476234436,1.1928382726011932e-08,3.3943109656320303e-07
22,3.730531972223616e-08,2.5071884124372446e-07,1.1892318980244454e-05,2.976144053423724e-10,0.999984860420227,1.6683589620924977e-08,2.975706593133509e-06
23,7.138934421391241e-08,5.739115849223708e-08,2.742548304013326e-07,7.905627541493487e-11,0.9999984502792358,1.865609444706706e-09,1.1923290230697603e-06
24,6.712284772447674e-08,4.479081496810977e-07,4.636659014067845e-06,5.625458987523757e-10,0.9999895095825195,1.3969694734328186e-08,5.25495806869003e-06
25,1.1297173330149235e-07,6.642292191827437e-07,2.1679898054571822e-05,3.5775253870440338e-09,0.9999674558639526,6.263595508926301e-08,9.926494385581464e-06
26,3.8845171523860245e-09,2.3051227060477686e-07,6.165173999761464e-06,1.0395698191167924e-10,0.999993085861206,3.334372999930224e-09,4.5289732497622026e-07
27,1.4865571529298904e-06,6.315080554486485e-06,8.276636799564585e-05,3.775623724777688e-08,0.9998682737350464,3.4114498248527525e-07,4.085130785824731e-05
28,7.393068823802196e-09,7.972980142767483e-08,1.7041704268194735e-05,1.018293782628632e-11,0.999982476234436,1.1928382726011932e-08,3.3943109656320303e-07
29,3.730531972223616e-08,2.5071884124372446e-07,1.1892318980244454e-05,2.976144053423724e-10,0.999984860420227,1.6683589620924977e-08,2.975706593133509e-06
30,7.138934421391241e-08,5.739115849223708e-08,2.742548304013326e-07,7.905627541493487e-11,0.9999984502792358,1.865609444706706e-09,1.1923290230697603e-06
31,6.712284772447674e-08,4.479081496810977e-07,4.636659014067845e-06,5.625458987523757e-10,0.9999895095825195,1.3969694734328186e-08,5.25495806869003e-06
32,1.1297173330149235e-07,6.642292191827437e-07,2.1679898054571822e-05,3.5775253870440338e-09,0.9999674558639526,6.263595508926301e-08,9.926494385581464e-06
33,3.8845171523860245e-09,2.3051227060477686e-07,6.165173999761464e-06,1.0395698191167924e-10,0.999993085861206,3.334372999930224e-09,4.5289732497622026e-07
34,1.4865571529298904e-06,6.315080554486485e-06,8.276636799564585e-05,3.775623724777688e-08,0.9998682737350464,3.4114498248527525e-07,4.085130785824731e-05
35,7.758436595395324e-07,1.2609939403773751e-05,0.0017527274321764708,2.9291905789818884e-08,0.9981802701950073,6.9733891905343626e-06,4.65390294266399e-05
36,7.393068823802196e-09,7.972980142767483e-08,1.7041704268194735e-05,1.018293782628632e-11,0.999982476234436,1.1928382726011932e-08,3.3943109656320303e-07
37,3.730531972223616e-08,2.5071884124372446e-07,1.1892318980244454e-05,2.976144053423724e-10,0.999984860420227,1.6683589620924977e-08,2.975706593133509e-06
38,7.138934421391241e-08,5.739115849223708e-08,2.742548304013326e-07,7.905627541493487e-11,0.9999984502792358,1.865609444706706e-09,1.1923290230697603e-06
39,6.712284772447674e-08,4.479081496810977e-07,4.636659014067845e-06,5.625458987523757e-10,0.9999895095825195,1.3969694734328186e-08,5.25495806869003e-06
40,1.1297173330149235e-07,6.642292191827437e-07,2.1679898054571822e-05,3.5775253870440338e-09,0.9999674558639526,6.263595508926301e-08,9.926494385581464e-06
41,3.8845171523860245e-09,2.3051227060477686e-07,6.165173999761464e-06,1.0395698191167924e-10,0.999993085861206,3.334372999930224e-09,4.5289732497622026e-07
42,1.4865571529298904e-06,6.315080554486485e-06,8.276636799564585e-05,3.775623724777688e-08,0.9998682737350464,3.4114498248527525e-07,4.085130785824731e-05
43,7.758436595395324e-07,1.2609939403773751e-05,0.0017527274321764708,2.9291905789818884e-08,0.9981802701950073,6.9733891905343626e-06,4.65390294266399e-05
44,1.3329349712876137e-06,7.33220394977252e-06,0.00026306291692890227,4.0300083270494724e-09,0.9997183680534363,2.8676847563247065e-08,9.878741366264876e-06
